Order No,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Month
173,380-60-5336,A,Yangon,Normal,Female,Electronic accessories,40.26,10,20.13,422.73,2019-02-24,18:06,Credit card,402.6,4.761904762,20.13,Bad,February
174,674-56-6360,A,Yangon,Normal,Male,Electronic accessories,95.15,1,4.7575,99.9075,2019-03-22,14:00,Cash,95.15,4.761904762,4.7575,Average,March
175,778-34-2523,A,Yangon,Member,Female,Electronic accessories,48.62,8,19.448,408.408,2019-01-24,10:57,Cash,388.96,4.761904762,19.448,Bad,January
176,832-51-6761,A,Yangon,Normal,Male,Food and beverages,33.88,8,13.552,284.592,2019-01-19,20:29,Ewallet,271.04,4.761904762,13.552,Good,January
177,804-38-3935,A,Yangon,Member,Male,Electronic accessories,93.78,3,14.067,295.407,2019-01-30,11:32,Credit card,281.34,4.761904762,14.067,Average,January
178,186-43-8965,A,Yangon,Member,Female,Home and lifestyle,47.68,2,4.768,100.128,2019-02-24,10:10,Credit card,95.36,4.761904762,4.768,Bad,February
179,569-76-2760,A,Yangon,Member,Female,Sports and travel,22.01,4,4.402,92.442,2019-01-29,18:15,Credit card,88.04,4.761904762,4.402,Average,January
180,760-53-9233,A,Yangon,Member,Male,Fashion accessories,41.28,3,6.192,130.032,2019-03-26,18:37,Credit card,123.84,4.761904762,6.192,Good,March
181,416-17-9926,A,Yangon,Member,Female,Electronic accessories,74.22,10,37.11,779.31,2019-01-01,14:42,Credit card,742.2,4.761904762,37.11,Bad,January
182,237-44-6163,A,Yangon,Normal,Male,Electronic accessories,10.56,8,4.224,88.704,2019-01-24,17:43,Cash,84.48,4.761904762,4.224,Good,January
183,528-14-9470,A,Yangon,Member,Male,Health and beauty,91.3,1,4.565,95.865,2019-02-14,14:42,Ewallet,91.3,4.761904762,4.565,Good,February
184,807-34-3742,A,Yangon,Normal,Male,Fashion accessories,52.38,1,2.619,54.999,2019-03-26,19:44,Cash,52.38,4.761904762,2.619,Average,March
185,288-62-1085,A,Yangon,Member,Male,Fashion accessories,38.54,5,9.635,202.335,2019-01-09,13:34,Ewallet,192.7,4.761904762,9.635,Average,January
186,497-36-0989,A,Yangon,Normal,Male,Fashion accessories,51.94,3,7.791,163.611,2019-02-15,15:21,Cash,155.82,4.761904762,7.791,Good,February
187,860-73-6466,A,Yangon,Member,Female,Sports and travel,39.47,2,3.947,82.887,2019-03-02,16:16,Credit card,78.94,4.761904762,3.947,Bad,March
188,276-75-6884,A,Yangon,Normal,Female,Health and beauty,68.71,3,10.3065,216.4365,2019-03-04,10:05,Cash,206.13,4.761904762,10.3065,Good,March
189,856-22-8149,A,Yangon,Normal,Female,Home and lifestyle,25.29,1,1.2645,26.5545,2019-03-23,10:13,Ewallet,25.29,4.761904762,1.2645,Average,March
190,749-24-1565,A,Yangon,Normal,Female,Health and beauty,23.03,9,10.3635,217.6335,2019-01-03,12:02,Ewallet,207.27,4.761904762,10.3635,Good,January
191,888-02-0338,A,Yangon,Normal,Male,Electronic accessories,26.23,9,11.8035,247.8735,2019-01-25,20:24,Ewallet,236.07,4.761904762,11.8035,Average,January
192,760-90-2357,A,Yangon,Member,Male,Electronic accessories,74.51,6,22.353,469.413,2019-03-20,15:08,Ewallet,447.06,4.761904762,22.353,Bad,March
193,698-98-5964,A,Yangon,Normal,Female,Food and beverages,81.21,10,40.605,852.705,2019-01-17,13:01,Credit card,812.1,4.761904762,40.605,Average,January
194,651-88-7328,A,Yangon,Normal,Female,Fashion accessories,65.74,9,29.583,621.243,2019-01-01,13:55,Cash,591.66,4.761904762,29.583,Good,January
195,239-48-4278,A,Yangon,Member,Male,Food and beverages,10.13,7,3.5455,74.4555,2019-03-10,19:35,Ewallet,70.91,4.761904762,3.5455,Good,March
196,550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.91,5,21.4775,451.0275,2019-03-22,14:33,Credit card,429.55,4.761904762,21.4775,Good,March
197,797-88-0493,A,Yangon,Normal,Female,Health and beauty,64.27,4,12.854,269.934,2019-03-26,13:54,Cash,257.08,4.761904762,12.854,Good,March
198,443-82-0585,A,Yangon,Member,Female,Health and beauty,77.68,4,15.536,326.256,2019-02-01,19:54,Cash,310.72,4.761904762,15.536,Good,February
199,127-47-6963,A,Yangon,Normal,Male,Health and beauty,51.71,4,10.342,217.182,2019-03-09,13:53,Credit card,206.84,4.761904762,10.342,Good,March
200,278-86-2735,A,Yangon,Normal,Female,Food and beverages,52.34,3,7.851,164.871,2019-03-27,14:03,Cash,157.02,4.761904762,7.851,Good,March
201,695-28-6250,A,Yangon,Normal,Female,Sports and travel,43.06,5,10.765,226.065,2019-02-04,16:38,Ewallet,215.3,4.761904762,10.765,Good,February
202,227-50-3718,A,Yangon,Normal,Male,Health and beauty,14.62,5,3.655,76.755,2019-03-04,12:23,Cash,73.1,4.761904762,3.655,Bad,March
203,560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58,1,2.279,47.859,2019-02-07,14:13,Cash,45.58,4.761904762,2.279,Good,February
204,880-35-0356,A,Yangon,Member,Female,Sports and travel,75.2,3,11.28,236.88,2019-02-05,11:51,Ewallet,225.6,4.761904762,11.28,Bad,February
205,152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.2,3,7.83,164.43,2019-02-15,13:30,Credit card,156.6,4.761904762,7.83,Good,February
206,334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.32,2,7.032,147.672,2019-03-24,14:22,Ewallet,140.64,4.761904762,7.032,Good,March
207,559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65,7,18.7775,394.3275,2019-02-10,12:56,Ewallet,375.55,4.761904762,18.7775,Average,February
208,318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.61,1,1.5305,32.1405,2019-01-23,12:20,Ewallet,30.61,4.761904762,1.5305,Average,January
209,421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96,1,1.448,30.408,2019-02-07,10:18,Credit card,28.96,4.761904762,1.448,Average,February
210,443-59-0061,A,Yangon,Member,Male,Food and beverages,67.45,10,33.725,708.225,2019-02-03,11:25,Ewallet,674.5,4.761904762,33.725,Bad,February
211,218-59-9410,A,Yangon,Member,Female,Home and lifestyle,72.42,3,10.863,228.123,2019-03-29,16:54,Ewallet,217.26,4.761904762,10.863,Good,March
212,712-39-0363,A,Yangon,Member,Male,Food and beverages,41.66,6,12.498,262.458,2019-01-02,15:24,Ewallet,249.96,4.761904762,12.498,Average,January
213,134-75-2619,A,Yangon,Member,Male,Electronic accessories,19.32,7,6.762,142.002,2019-03-25,18:51,Cash,135.24,4.761904762,6.762,Average,March
214,213-32-1216,A,Yangon,Normal,Female,Electronic accessories,66.06,6,19.818,416.178,2019-01-23,10:28,Cash,396.36,4.761904762,19.818,Good,January
215,795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,2019-03-23,18:59,Ewallet,148.6,4.761904762,7.43,Good,March
216,510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10,9.83,206.43,2019-03-15,18:20,Credit card,196.6,4.761904762,9.83,Good,March
217,420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,8,20.608,432.768,2019-02-02,15:47,Cash,412.16,4.761904762,20.608,Good,February
218,726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.18,8,9.672,203.112,2019-01-28,20:54,Ewallet,193.44,4.761904762,9.672,Good,January
219,209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.91,5,10.7275,225.2775,2019-01-05,17:29,Ewallet,214.55,4.761904762,10.7275,Average,January
220,595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,7,18.998,398.958,2019-01-27,18:05,Ewallet,379.96,4.761904762,18.998,Good,January
221,189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.55,7,34.8425,731.6925,2019-03-14,12:07,Cash,696.85,4.761904762,34.8425,Good,March
222,220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.73,2,3.473,72.933,2019-03-01,18:14,Ewallet,69.46,4.761904762,3.473,Good,March
223,609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44,6,11.232,235.872,2019-02-06,13:55,Credit card,224.64,4.761904762,11.232,Average,February
224,509-29-3912,A,Yangon,Member,Female,Sports and travel,38.72,9,17.424,365.904,2019-03-20,12:24,Ewallet,348.48,4.761904762,17.424,Bad,March
225,534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.71,6,24.513,514.773,2019-01-27,14:36,Credit card,490.26,4.761904762,24.513,Good,January
226,827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09,9,44.1405,926.9505,2019-02-17,19:41,Cash,882.81,4.761904762,44.1405,Good,February
227,287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43,6,7.629,160.209,2019-02-12,19:01,Ewallet,152.58,4.761904762,7.629,Average,February
228,435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68,8,34.672,728.112,2019-01-24,18:04,Credit card,693.44,4.761904762,34.672,Good,January
229,892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,2019-03-11,13:28,Ewallet,141.6,4.761904762,7.08,Average,March
230,643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.94,1,4.897,102.837,2019-03-07,11:44,Ewallet,97.94,4.761904762,4.897,Average,March
231,308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,2019-02-25,17:16,Credit card,292.2,4.761904762,14.61,Bad,February
232,460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,3,4.602,96.642,2019-01-22,11:00,Ewallet,92.04,4.761904762,4.602,Good,January
233,647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29.42,10,14.71,308.91,2019-01-12,16:23,Ewallet,294.2,4.761904762,14.71,Good,January
234,541-48-8554,A,Yangon,Normal,Male,Sports and travel,60.95,9,27.4275,575.9775,2019-01-07,12:08,Credit card,548.55,4.761904762,27.4275,Average,January
235,719-89-8991,A,Yangon,Member,Female,Sports and travel,91.41,5,22.8525,479.9025,2019-02-25,16:03,Ewallet,457.05,4.761904762,22.8525,Good,February
236,828-46-6863,A,Yangon,Member,Male,Food and beverages,98.53,6,29.559,620.739,2019-01-23,11:22,Credit card,591.18,4.761904762,29.559,Bad,January
237,420-97-3340,A,Yangon,Normal,Female,Food and beverages,71.68,3,10.752,225.792,2019-03-28,15:30,Credit card,215.04,4.761904762,10.752,Good,March
238,436-54-4512,A,Yangon,Member,Female,Food and beverages,91.61,1,4.5805,96.1905,2019-03-20,19:44,Cash,91.61,4.761904762,4.5805,Good,March
239,868-06-0466,A,Yangon,Member,Male,Electronic accessories,69.58,9,31.311,657.531,2019-02-19,19:38,Credit card,626.22,4.761904762,31.311,Good,February
240,445-30-9252,A,Yangon,Normal,Male,Sports and travel,25.7,3,3.855,80.955,2019-01-17,17:59,Ewallet,77.1,4.761904762,3.855,Average,January
241,786-94-2700,A,Yangon,Member,Male,Food and beverages,80.62,6,24.186,507.906,2019-02-28,20:18,Cash,483.72,4.761904762,24.186,Good,February
242,258-92-7466,A,Yangon,Normal,Female,Health and beauty,35.68,5,8.92,187.32,2019-02-06,18:33,Credit card,178.4,4.761904762,8.92,Average,February
243,857-16-3520,A,Yangon,Member,Female,Fashion accessories,71.46,7,25.011,525.231,2019-03-28,16:06,Ewallet,500.22,4.761904762,25.011,Bad,March
244,482-17-1179,A,Yangon,Member,Male,Electronic accessories,11.94,3,1.791,37.611,2019-01-19,12:47,Credit card,35.82,4.761904762,1.791,Good,January
245,788-21-5741,A,Yangon,Normal,Male,Fashion accessories,45.38,3,6.807,142.947,2019-02-17,13:34,Credit card,136.14,4.761904762,6.807,Good,February
246,247-11-2470,A,Yangon,Member,Female,Fashion accessories,22.32,4,4.464,93.744,2019-03-01,16:23,Credit card,89.28,4.761904762,4.464,Bad,March
247,635-28-5728,A,Yangon,Normal,Male,Health and beauty,56.0,3,8.4,176.4,2019-02-28,19:33,Ewallet,168.0,4.761904762,8.4,Bad,February
248,182-52-7000,A,Yangon,Member,Female,Sports and travel,27.04,4,5.408,113.568,2019-01-01,20:26,Ewallet,108.16,4.761904762,5.408,Average,January
249,756-49-0168,A,Yangon,Member,Male,Fashion accessories,19.7,1,0.985,20.685,2019-02-08,11:39,Ewallet,19.7,4.761904762,0.985,Good,February
250,373-14-0504,A,Yangon,Member,Female,Sports and travel,71.63,2,7.163,150.423,2019-02-12,14:33,Ewallet,143.26,4.761904762,7.163,Good,February
251,546-80-2899,A,Yangon,Member,Male,Home and lifestyle,37.69,2,3.769,79.149,2019-02-20,15:29,Ewallet,75.38,4.761904762,3.769,Good,February
252,585-86-8361,A,Yangon,Normal,Female,Food and beverages,27.28,5,6.82,143.22,2019-02-03,10:31,Credit card,136.4,4.761904762,6.82,Good,February
253,807-14-7833,A,Yangon,Member,Female,Electronic accessories,17.42,10,8.71,182.91,2019-02-22,12:30,Ewallet,174.2,4.761904762,8.71,Average,February
254,652-43-6591,A,Yangon,Normal,Female,Fashion accessories,97.29,8,38.916,817.236,2019-03-09,13:18,Credit card,778.32,4.761904762,38.916,Average,March
255,406-46-7107,A,Yangon,Normal,Female,Home and lifestyle,96.52,6,28.956,608.076,2019-01-11,11:52,Cash,579.12,4.761904762,28.956,Bad,January
256,250-17-5703,A,Yangon,Member,Male,Food and beverages,18.85,10,9.425,197.925,2019-02-27,18:24,Ewallet,188.5,4.761904762,9.425,Average,February
257,156-95-3964,A,Yangon,Normal,Female,Food and beverages,55.39,4,11.078,232.638,2019-03-25,15:19,Ewallet,221.56,4.761904762,11.078,Good,March
258,410-67-1709,A,Yangon,Member,Female,Fashion accessories,63.88,8,25.552,536.592,2019-01-20,17:48,Ewallet,511.04,4.761904762,25.552,Good,January
259,805-86-0265,A,Yangon,Normal,Male,Home and lifestyle,93.96,9,42.282,887.922,2019-03-20,11:32,Cash,845.64,4.761904762,42.282,Good,March
260,674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14,5,9.285,194.985,2019-01-08,13:05,Ewallet,185.7,4.761904762,9.285,Bad,January
261,800-09-8606,A,Yangon,Member,Female,Home and lifestyle,87.37,5,21.8425,458.6925,2019-01-29,19:45,Cash,436.85,4.761904762,21.8425,Average,January
262,305-03-2383,A,Yangon,Normal,Female,Food and beverages,67.1,3,10.065,211.365,2019-02-15,10:36,Cash,201.3,4.761904762,10.065,Good,February
263,816-57-2053,A,Yangon,Normal,Male,Sports and travel,60.87,2,6.087,127.827,2019-03-09,12:37,Ewallet,121.74,4.761904762,6.087,Good,March
264,856-66-2701,A,Yangon,Member,Male,Home and lifestyle,53.3,3,7.995,167.895,2019-01-25,14:19,Ewallet,159.9,4.761904762,7.995,Good,January
265,308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.09,1,0.6045,12.6945,2019-01-26,18:19,Credit card,12.09,4.761904762,0.6045,Good,January
266,149-61-1929,A,Yangon,Normal,Male,Sports and travel,64.19,10,32.095,673.995,2019-01-19,14:08,Credit card,641.9,4.761904762,32.095,Average,January
267,655-07-2265,A,Yangon,Normal,Male,Electronic accessories,78.31,3,11.7465,246.6765,2019-03-05,16:38,Ewallet,234.93,4.761904762,11.7465,Average,March
268,589-02-8023,A,Yangon,Member,Male,Food and beverages,83.77,2,8.377,175.917,2019-01-15,10:54,Credit card,167.54,4.761904762,8.377,Average,January
269,610-46-4100,A,Yangon,Normal,Male,Health and beauty,28.95,7,10.1325,212.7825,2019-03-03,20:31,Credit card,202.65,4.761904762,10.1325,Average,March
270,706-36-6154,A,Yangon,Member,Male,Home and lifestyle,19.36,9,8.712,182.952,2019-01-18,18:43,Ewallet,174.24,4.761904762,8.712,Good,January
271,742-04-5161,A,Yangon,Member,Male,Home and lifestyle,72.78,10,36.39,764.19,2019-02-03,17:24,Cash,727.8,4.761904762,36.39,Good,February
272,689-05-1884,A,Yangon,Member,Male,Health and beauty,48.63,10,24.315,510.615,2019-03-04,12:44,Cash,486.3,4.761904762,24.315,Good,March
273,169-52-4504,A,Yangon,Normal,Female,Electronic accessories,15.69,3,2.3535,49.4235,2019-03-14,14:13,Credit card,47.07,4.761904762,2.3535,Average,March
274,816-72-8853,A,Yangon,Member,Female,Sports and travel,27.93,5,6.9825,146.6325,2019-01-29,15:48,Cash,139.65,4.761904762,6.9825,Average,January
275,491-38-3499,A,Yangon,Member,Male,Fashion accessories,55.45,1,2.7725,58.2225,2019-02-26,17:46,Credit card,55.45,4.761904762,2.7725,Bad,February
276,518-17-2983,A,Yangon,Normal,Female,Fashion accessories,48.63,4,9.726,204.246,2019-02-04,15:44,Ewallet,194.52,4.761904762,9.726,Good,February
277,588-47-8641,A,Yangon,Member,Male,Fashion accessories,56.04,10,28.02,588.42,2019-01-14,19:30,Ewallet,560.4,4.761904762,28.02,Bad,January
278,811-03-8790,A,Yangon,Normal,Female,Electronic accessories,45.48,10,22.74,477.54,2019-03-01,10:22,Credit card,454.8,4.761904762,22.74,Bad,March
279,274-05-5470,A,Yangon,Member,Female,Food and beverages,73.47,4,14.694,308.574,2019-02-23,18:30,Cash,293.88,4.761904762,14.694,Average,February
280,130-67-4723,A,Yangon,Member,Male,Food and beverages,48.5,6,14.55,305.55,2019-01-11,13:57,Ewallet,291.0,4.761904762,14.55,Good,January
281,105-10-6182,A,Yangon,Member,Male,Fashion accessories,21.48,2,2.148,45.108,2019-02-27,12:22,Ewallet,42.96,4.761904762,2.148,Average,February
282,648-83-1321,A,Yangon,Member,Male,Home and lifestyle,63.56,10,31.78,667.38,2019-01-16,17:59,Cash,635.6,4.761904762,31.78,Bad,January
283,562-12-5430,A,Yangon,Member,Female,Fashion accessories,88.15,3,13.2225,277.6725,2019-01-18,10:11,Ewallet,264.45,4.761904762,13.2225,Good,January
284,575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,2019-01-29,11:26,Ewallet,38.6,4.761904762,1.93,Average,January
285,485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26,5,8.315,174.615,2019-03-18,16:10,Credit card,166.3,4.761904762,8.315,Bad,March
286,502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3,9.777,205.317,2019-02-25,20:35,Credit card,195.54,4.761904762,9.777,Average,February
287,633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,2019-01-27,15:51,Cash,24.06,4.761904762,1.203,Average,January
288,828-61-5674,A,Yangon,Member,Male,Sports and travel,44.02,10,22.01,462.21,2019-03-20,19:57,Credit card,440.2,4.761904762,22.01,Good,March
289,136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,2019-02-15,17:01,Credit card,559.68,4.761904762,27.984,Average,February
290,490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.34,1,0.767,16.107,2019-01-06,11:09,Cash,15.34,4.761904762,0.767,Average,January
291,667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83,6,29.949,628.929,2019-03-04,15:02,Ewallet,598.98,4.761904762,29.949,Good,March
292,565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4,9.534,200.214,2019-03-12,14:21,Cash,190.68,4.761904762,9.534,Good,March
293,430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,2019-02-03,14:38,Cash,664.16,4.761904762,33.208,Bad,February
294,278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1,3.124,65.604,2019-02-18,20:29,Cash,62.48,4.761904762,3.124,Bad,February
295,316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,3.636,76.356,2019-01-21,10:00,Cash,72.72,4.761904762,3.636,Good,January
296,126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,2019-01-07,11:44,Credit card,193.86,4.761904762,9.693,Good,January
297,744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,2019-01-10,14:16,Ewallet,470.28,4.761904762,23.514,Average,January
298,439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,2019-03-18,17:15,Credit card,204.76,4.761904762,10.238,Bad,March
299,411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,530.67,2019-03-26,20:14,Ewallet,505.4,4.761904762,25.27,Bad,March
300,286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23,7,14.0805,295.6905,2019-03-30,13:22,Cash,281.61,4.761904762,14.0805,Good,March
301,803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,2019-02-17,17:09,Cash,710.32,4.761904762,35.516,Bad,February
302,512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,3,3.972,83.412,2019-03-21,10:40,Ewallet,79.44,4.761904762,3.972,Bad,March
303,848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,2019-03-05,17:43,Cash,163.82,4.761904762,8.191,Good,March
304,870-76-1733,A,Yangon,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,2019-02-01,10:08,Credit card,71.15,4.761904762,3.5575,Bad,February
305,423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,2019-03-07,13:12,Cash,139.95,4.761904762,6.9975,Bad,March
306,372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6,4.578,96.138,2019-02-15,18:03,Ewallet,91.56,4.761904762,4.578,Good,February
307,307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,2019-01-25,15:54,Cash,240.04,4.761904762,12.002,Bad,January
308,563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,2019-03-08,13:21,Cash,308.85,4.761904762,15.4425,Average,March
309,731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,2019-01-04,13:34,Ewallet,355.4,4.761904762,17.77,Average,January
310,253-12-6086,A,Yangon,Member,Female,Sports and travel,98.4,7,34.44,723.24,2019-03-12,12:43,Credit card,688.8,4.761904762,34.44,Good,March
311,802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,18.28,1,0.914,19.194,2019-03-22,15:05,Credit card,18.28,4.761904762,0.914,Good,March
